url,label,page_length_chars,text_to_html_ratio,script_entropy_avg,num_scripts,inline_script_ratio,num_obfuscated_scripts,max_script_length,num_forms,has_password_field,num_hidden_inputs,total_input_fields,num_forms_external_action,suspicious_input_name_count,credential_placeholder_count,num_images,image_alt_anomaly_ratio,external_css_count,external_js_count,num_external_links,ip_link_count,mailto_link_count,num_meta_refresh,base_tag_domain_mismatch,canonical_domain_mismatch,og_url_domain_mismatch,favicon_domain_mismatch,inline_event_handler_count,suspicious_keyword_density,mixed_protocol_reference_count
https://18jk1.trk.elasticemail.com/tracking/click?d=zib8jztwxpmko0wj1rroctfbjx-c1plafwrjbjrknn7arkosacayrg37wbid8tfhsyagytcvltwtsgmtcy5dhzvvo0yzurdu95tsua1vowvfdy23wied6pcdwdwmuf0xva2,0,25,1.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://www.fishidy.com,1,1160,0.006,4.194,7,0.143,0,151,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,1,0.0,0
https://www.localeben.com,1,315,0.581,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://www.impactonnet.com,1,240854,0.031,3.707,41,0.634,0,5669,2,0,1,3,0,1,0,75,0.84,5,6,80,0,18,0,0,0,0,1,96,0.00087,3
http://www.pupusas.net,0,174104,0.003,4.885,38,0.368,0,60647,1,0,0,4,0,1,0,2,0.5,2,5,1,0,0,0,0,0,0,1,11,0.0,0
https://www.clearwaterssalonspa.com,1,89853,0.02,4.955,23,0.478,0,4428,0,0,0,0,0,0,0,23,0.826,3,3,24,0,0,0,0,0,0,0,60,0.0,6
http://www.gxvybytxd.info,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://www.barwellmotorsport.co.uk,1,48906,0.056,4.387,8,0.625,0,1085,0,0,0,0,0,0,0,69,0.159,1,1,23,0,0,0,0,0,0,0,2,0.0,0
https://demo2.cloudwp.dev/trial-f4ce1455/c.php,0,11713,0.047,5.334,1,1.0,0,5917,0,0,0,0,0,0,0,2,1.0,0,0,2,0,0,0,0,0,0,0,3,0.06818,0
http://www.ftp.newsroom.cleansite.info,0,252,0.107,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://www.gires.org.uk,1,149942,0.111,4.984,48,0.312,0,3440,1,0,2,14,1,2,0,27,0.222,1,5,30,0,1,0,0,0,0,0,19,0.00467,12
https://www.publishsa.co.za,1,201894,0.052,4.948,49,0.388,0,13655,2,0,7,18,1,1,0,26,0.846,28,28,164,0,2,0,0,1,1,1,29,0.00066,28
https://www.sawmilldatabase.com,1,103,1.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://track-id4952.firebaseapp.com/,0,200,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0
https://www.arceurotrade.co.uk,1,37087,0.039,4.766,35,0.371,0,16544,1,0,5,6,0,0,0,3,0.0,4,11,2,0,0,0,0,0,0,0,20,0.00422,2
https://www.nocrysolution.com,1,50924,0.073,4.445,10,0.6,0,7696,1,0,4,6,0,1,0,18,0.111,2,4,16,0,0,0,0,1,1,1,53,0.0,7
https://www.kertesotthonbolt.hu,1,782138,0.006,4.46,57,0.895,0,15950,2,1,2,9,0,3,0,17,0.059,0,5,11,0,1,0,0,0,0,0,50,0.0,36
https://www.ranka.intergofed.org,1,870,0.201,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,0,0,0,0,2,0.0,0
https://www.emeryoleo.com,1,34826,0.166,5.122,5,0.8,0,874,1,0,0,2,0,0,0,6,0.0,2,0,4,0,0,0,0,0,0,0,11,0.0,0
https://directives-activation-clesc.firebaseapp.com/,0,21265,0.015,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,2,0,0,0,0,0,0,0,1,0.0,0
https://fgdsf111.firebaseapp.com/,0,21265,0.015,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,2,0,0,0,0,0,0,0,1,0.0,0
http://www.generatorsupercenterofatlanta.com,0,114,0.0,4.172,1,1.0,0,56,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
https://www.espressive.com,1,112165,0.091,4.716,28,0.464,0,1130,2,0,0,5,0,0,0,100,0.97,1,15,11,0,0,0,0,0,0,1,19,0.0,10
https://www.win-rar.com,1,32930,0.031,4.963,5,0.8,0,1764,2,0,0,1,0,0,0,23,0.0,0,0,13,0,0,0,0,0,0,0,63,0.00645,10
