url,label,page_length_chars,text_to_html_ratio,script_entropy_avg,num_scripts,inline_script_ratio,num_obfuscated_scripts,max_script_length,num_forms,has_password_field,num_hidden_inputs,total_input_fields,num_forms_external_action,suspicious_input_name_count,credential_placeholder_count,num_images,image_alt_anomaly_ratio,external_css_count,external_js_count,num_external_links,ip_link_count,mailto_link_count,num_meta_refresh,base_tag_domain_mismatch,canonical_domain_mismatch,og_url_domain_mismatch,favicon_domain_mismatch,inline_event_handler_count,suspicious_keyword_density,mixed_protocol_reference_count
https://www.kleintools.com,1,425,0.313,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
https://www.dailyyoga.com,1,8207,0.008,4.85,10,0.3,0,4026,0,0,0,0,0,0,0,3,1.0,0,2,0,0,0,0,0,0,0,0,7,0.0,2
https://www.quietclementine.com,1,104217,0.013,4.631,47,0.745,0,6270,4,0,4,6,0,0,0,25,1.0,0,1,4,0,1,0,0,0,0,0,35,0.0098,35
https://www.teamconnor.org,1,60339,0.138,5.143,14,0.429,0,3414,1,0,0,1,1,0,0,5,0.6,6,7,29,0,0,0,0,1,1,1,16,0.00312,3
https://vk.sv/bs2sr4,0,14,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http://www.js.csad.cc,0,181,0.066,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0
https://www.heavenatnumber7.co.uk,1,84613,0.074,4.901,36,0.472,0,3340,0,0,0,2,0,0,0,55,0.145,5,16,34,0,0,0,0,0,0,1,19,0.0,7
https://www.startbooking.com,1,66899,0.075,4.821,9,0.667,0,666,0,0,0,0,0,0,0,32,0.0,1,1,12,0,0,0,0,0,0,1,15,0.00407,2
https://www.personallyandrea.com,1,159990,0.044,4.774,56,0.446,2,8663,2,0,0,5,1,1,0,44,0.818,5,31,165,0,1,0,0,0,0,0,87,0.0,45
https://a3h-mkd3d.firebaseapp.com/,0,21265,0.015,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,2,0,0,0,0,0,0,0,1,0.0,0
https://www.runningstories.app,1,1896,0.006,4.759,2,0.5,0,184,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,0.0,0
http://www.marvel.serverbeer.com,0,13,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://www.thetokens.com,1,108036,0.018,4.907,6,0.333,0,792,1,0,0,1,0,0,0,3,0.333,0,4,4,0,0,0,0,0,1,1,18,0.0,3
https://www.teresesydonna.com,1,679282,0.029,4.304,81,0.79,0,13434,8,0,15,20,0,2,0,238,0.063,6,8,15,0,0,0,0,0,0,0,90,0.0,17
https://www.laurasnaturallysweettreats.com,1,73177,0.044,4.975,48,0.271,0,1691,3,1,14,21,0,4,1,46,0.196,4,2,13,0,0,0,0,0,0,0,15,0.00589,58
https://www.linkt.com.au,1,91106,0.026,4.527,15,0.4,0,1100,1,0,14,15,0,0,0,53,0.019,0,2,7,0,0,0,0,0,0,0,25,0.02571,15
https://www.perfectspanishweddings.co.uk,1,114548,0.042,4.208,17,0.235,0,247,0,0,0,0,0,0,0,15,0.867,3,0,14,0,0,0,0,1,0,0,15,0.0,2
http://uphold16.godaddysites.com/,0,189878,0.001,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0
https://www.cheloor.com,1,50241,0.109,4.662,18,0.722,0,3814,1,0,0,3,0,1,0,21,1.0,2,2,14,0,2,0,0,0,0,0,20,0.0,14
https://www.stellartelescope.com,1,73236,0.032,4.753,53,0.679,0,8120,3,0,2,6,1,1,0,19,0.105,3,5,7,0,2,0,0,0,0,0,31,0.00608,3
https://www.santosage.com,1,90744,0.01,5.016,54,0.296,0,3441,1,0,0,1,0,0,0,21,0.524,2,3,17,0,2,0,0,0,0,0,28,0.0,3
http://www.piroge.com,0,885,0.106,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,3,0.0,0
https://www.safrangourmand.fr,1,157448,0.082,5.108,20,0.85,0,4840,4,0,5,10,0,1,0,27,0.519,2,1,24,0,0,0,0,0,0,1,31,0.0,31
https://www.hamradio.me,1,142155,0.063,4.788,23,0.478,0,3254,3,0,2,5,1,0,0,25,0.6,0,3,2,0,0,0,0,0,0,0,15,0.0028,4
https://dabrefololokiffe.firebaseapp.com/,0,596,0.146,4.292,1,1.0,0,94,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,2
https://www.abendzeitung-muenchen.de,1,616682,0.044,4.736,48,0.771,0,109437,2,0,0,9,0,0,0,116,0.026,1,7,24,0,0,0,0,0,0,0,113,0.00077,0
http://www.nowautomation.com,0,14392,0.177,0,10,0.0,0,0,0,0,0,0,0,0,0,2,0.5,2,0,17,0,1,0,0,0,0,0,11,0.0,0
https://www.johnnie-o.com,1,224735,0.014,5.056,5,1.0,0,101653,3,0,0,7,0,1,0,40,0.45,1,0,8,0,0,0,0,0,0,1,8,0.0062,18
http://www.scope-sci.org,0,58077,0.044,4.908,20,0.35,0,3437,1,0,0,2,1,0,0,14,0.857,9,13,32,0,2,0,0,1,0,1,8,0.00288,0
http://www.lluismansilla.cat,0,127618,0.018,4.91,19,0.211,0,3267,0,0,14,14,0,0,0,23,0.217,21,15,130,0,2,0,0,1,0,1,11,0.0,0
https://www.ilotus.com.sg,1,746,0.145,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0.0,0
https://www.emis.com,1,50132,0.089,5.578,42,0.024,0,1495,0,0,0,0,0,0,0,19,0.579,0,5,13,0,0,0,0,0,0,0,20,0.00297,21
https://www.snec.com.sg,1,491801,0.014,4.277,12,0.417,0,749,2,0,0,4,2,2,0,37,0.135,0,1,81,0,0,0,0,0,0,0,25,0.00313,19
https://www.motorcycling-ireland.com,1,62642,0.021,4.972,39,0.359,0,3419,0,0,0,0,0,0,0,11,0.636,12,25,15,0,0,0,0,1,1,1,22,0.0,0
https://www.drelaynedaniels.com,1,286371,0.015,4.942,45,0.511,0,1716,0,0,0,0,0,0,0,15,0.067,15,22,68,0,1,0,0,1,1,1,28,0.0,5
https://www.joedallesandro.com,1,76125,0.047,4.756,24,0.375,0,3393,2,0,0,3,0,0,0,12,0.083,0,0,1,0,0,0,0,0,0,0,14,0.00353,0
http://www.splatpv.com.xsph.ru,0,556,0.074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://www.abl.org.lb,1,52250,0.056,4.725,9,0.444,0,1174,0,0,3,5,0,0,0,9,0.0,0,2,18,0,0,0,0,0,0,0,20,0.0,0
https://www.twofishproject.com,1,37069,0.038,5.098,17,0.294,0,3503,0,0,0,0,0,0,0,4,0.0,1,0,14,0,0,0,0,0,0,0,16,0.0,3
