url,label,page_length_chars,text_to_html_ratio,script_entropy_avg,num_scripts,inline_script_ratio,num_obfuscated_scripts,max_script_length,num_forms,has_password_field,num_hidden_inputs,total_input_fields,num_forms_external_action,suspicious_input_name_count,credential_placeholder_count,num_images,image_alt_anomaly_ratio,external_css_count,external_js_count,num_external_links,ip_link_count,mailto_link_count,num_meta_refresh,base_tag_domain_mismatch,canonical_domain_mismatch,og_url_domain_mismatch,favicon_domain_mismatch,inline_event_handler_count,suspicious_keyword_density,mixed_protocol_reference_count
http://www.axletime.com,0,315,0.229,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
https://www.julienslive.com,1,4733,0.017,4.34,2,1.0,0,3232,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0.0,0
https://www.ingrails.com,1,33015,0.031,4.558,10,0.6,0,3450,0,0,0,0,0,0,0,4,0.0,3,2,7,0,0,0,0,0,0,0,23,0.0,17
https://www.longislandernews.com,1,83484,0.014,4.907,30,0.6,0,30941,0,0,0,1,0,0,0,8,0.625,3,12,21,0,0,0,0,0,0,1,33,0.0,25
http://www.gratis.lc,0,151743,0.001,5.014,8,0.25,0,145276,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0.0,0
https://www.burlingtonfireplace.com,1,131454,0.03,5.07,49,0.49,0,5238,2,0,14,20,0,0,0,63,0.921,5,1,18,0,0,0,0,0,0,0,31,0.0,0
https://www.in-peru.travel,1,180859,0.029,4.665,54,0.352,0,3385,1,0,1,2,1,0,0,14,0.714,45,35,159,0,0,0,0,0,1,1,22,0.0,42
https://urtechmfg-dot-inlaid-micron-380216.uk.r.appspot.com,0,272,0.324,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
http://www.velvogin.com.br/authentification/creditmutuel.fr/63187/login.html,0,1087,0.082,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0
https://blue-bird-a56b.ik-4-vh5.workers.dev/,0,4681,0.135,4.385,3,1.0,0,375,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,4,0.0,0
https://obabanter26.firebaseapp.com/,0,21265,0.015,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,2,0,0,0,0,0,0,0,1,0.0,0
http://www.entrenamientoenlinea.net,0,558,0.151,3.746,1,1.0,0,68,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,0
https://www.lechuza.de,1,171037,0.033,4.63,27,0.63,0,9932,1,0,1,2,0,0,0,45,0.0,0,4,52,0,0,0,0,0,0,0,25,0.00275,6
https://www.visitnicosia.com.cy,1,476037,0.013,4.931,78,0.526,1,13302,3,0,4,8,2,1,0,43,0.395,55,12,81,0,0,0,0,1,1,1,59,0.00214,24
https://www.mis-munich.de,1,216005,0.075,4.419,24,0.25,0,1008,1,0,3,4,0,0,0,71,0.268,5,4,24,0,0,0,0,0,0,0,26,0.00079,7
https://zenobrands33.wixsite.com/my-site,0,2509,0.014,4.474,8,0.25,0,370,0,0,0,0,0,0,0,0,0.0,3,6,0,0,0,0,0,0,0,1,2,0.0,0
https://www.ncp.co.uk,1,113282,0.043,4.251,22,0.591,0,3123,5,0,7,16,1,3,0,18,0.0,0,2,8,0,0,0,0,0,0,0,13,0.01697,2
https://www.gatzs.com.cn,1,32177,0.045,4.222,14,0.429,0,2305,0,0,1,1,0,0,0,6,1.0,6,8,15,0,0,0,0,0,0,0,7,0.0,10
https://onlinequranteaching.com/public/vu1ztldladx8jmzdlcffkoeclasczhxc,0,114,0.0,4.172,1,1.0,0,56,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
https://www.brainpreservation.org,1,181354,0.121,4.748,33,0.424,0,2211,3,0,0,5,0,0,0,8,0.375,0,1,57,0,1,0,0,0,0,0,21,0.00119,39
https://www.ralstonvanderschyff.com,1,50493,0.038,5.018,17,0.118,0,593,0,0,0,0,0,0,0,38,1.0,1,3,8,0,2,0,0,0,1,0,13,0.0,4
https://www.aussomaussie.com,1,14408,0.244,4.955,19,0.211,0,403,0,0,0,0,0,0,0,13,0.462,1,2,10,0,1,0,0,0,0,0,9,0.0,6
https://www.pacificcenturyinst.org,1,31678,0.073,5.103,20,0.1,0,525,1,0,2,3,1,0,0,13,1.0,0,0,8,0,1,0,0,0,0,0,4,0.00272,3
https://www.pocketgamer.com,1,220110,0.03,4.769,21,0.571,0,15939,1,0,0,2,0,0,0,184,0.0,1,9,22,0,0,0,0,0,0,1,10,0.00272,42
