URL,label,dom_max_depth,dom_total_nodes,dom_avg_branching_factor,dom_max_children_per_node,dom_iframe_count,dom_iframe_max_nesting,dom_form_count,dom_hidden_input_count,dom_forms_external_action_ratio,dom_script_count,dom_suspicious_script_count,dom_popup_indicators,dom_hover_url_mismatch_count,dom_mixed_content_count,dom_external_resource_count,dom_cross_origin_iframe_count,dom_hidden_element_ratio,dom_clickable_without_href_count,dom_keyboard_event_on_password_count,dom_autocomplete_off_password_count,dom_setTimeout_or_setInterval_presence,dom_mutation_observer_presence,dom_service_worker_register_presence,dom_clipboard_access_presence,dom_download_link_count,dom_data_uri_image_count,dom_form_target_blank_count,dom_anchor_noopener_missing_ratio,dom_event_handler_attr_total,dom_third_party_domains_unique
http://www.noitfication-office-client.890m.com,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
https://www.suburbangoddessmn.com,1,13,235,0.9957446808510638,44,3,1,1,1,0,19,1,False,0,0,23,1,0.3148936170212766,0,0,0,False,False,True,False,0,0,0,0,0,14
https://www.claytonutz.com,1,16,631,0.9984152139461173,18,0,0,1,4,0,13,0,False,0,0,11,0,0.13787638668779714,0,0,0,False,False,True,False,0,0,0,1,1,14
http://www.ugu.com,0,30,845,0.9988165680473373,26,0,0,1,0,0,2,0,False,1,1,2,0,0.022485207100591716,0,0,0,False,False,True,False,0,0,0,0,0,18
https://www.wardrobeshop.com,1,23,3690,0.9997289972899729,218,3,1,5,16,0,156,6,True,13,0,88,3,0.44257854821235104,1,0,0,True,True,True,False,0,0,0,0,1,42
https://mail.harshbaid.in/wp-includes/downloads/documents.html,0,16,117,0.9914529914529915,35,0,0,1,0,1,5,0,False,0,0,14,0,0.3418803418803419,0,0,0,False,False,True,False,0,0,0,0,1,7
https://www.7siusa.com,1,24,342,0.9970760233918129,69,0,0,0,0,0,33,0,False,2,0,42,0,0.4093567251461988,0,0,0,False,False,True,False,0,0,0,0,0,2
https://www.hiltonheadisland.org,1,24,2558,0.9996090695856138,66,4,1,2,0,0,53,3,False,16,0,21,3,0.39273153575615477,0,0,0,True,False,True,False,0,0,0,0.010869565217391304,1,36
https://webmail-104716.weeblysite.com/,0,5,10,0.9,3,0,0,0,0,0,0,0,False,0,0,0,0,0.3,0,0,0,False,False,True,False,0,0,0,0,0,0
https://att36.godaddysites.com/,0,8,22,0.9545454545454546,5,0,0,0,0,0,0,0,False,0,0,1,0,0.2727272727272727,0,0,0,False,False,True,False,0,1,0,0,0,1
https://www.rcpsych.ac.uk,1,21,5609,0.9998217151007309,57,1,1,0,16,0,32,2,False,0,0,25,1,0.15867356034943841,1,0,0,True,False,True,True,0,0,0,0.8888888888888888,1,30
https://www.adserps.com,1,28,1070,0.9990654205607477,30,36,1,0,0,0,21,2,False,0,0,39,36,0.11121495327102804,0,0,0,True,False,True,True,0,0,0,1,22,31
https://www.ville.varennes.qc.ca,1,19,1076,0.9990706319702602,26,0,0,2,0,0,10,1,False,0,0,6,0,0.5185873605947955,0,0,0,False,False,True,False,0,0,0,0.5882352941176471,0,12
https://www.waikikiaquarium.org,1,17,514,0.9980544747081712,58,0,0,1,0,0,24,0,False,0,0,8,0,0.3754863813229572,0,0,0,False,False,True,False,0,0,0,1,0,13
https://www.berghahnbooks.com,1,14,1138,0.9991212653778558,41,1,1,1,1,0,24,3,False,2,0,18,1,0.0773286467486819,0,0,0,True,False,True,False,0,0,0,1,63,18
https://www.randobel.be,1,22,574,0.9982578397212544,66,4,0,4,6,0.5,28,0,True,0,0,14,4,0.2229965156794425,1,0,0,False,False,True,False,0,0,0,1,1,16
https://www.heisman.com,1,16,742,0.9986522911051213,80,4,1,1,0,0,29,0,True,1,0,11,4,0.1765498652291105,0,0,0,False,False,True,False,0,0,0,1,0,21
http://www.aya66.com,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
