URL,label,dom_max_depth,dom_total_nodes,dom_avg_branching_factor,dom_max_children_per_node,dom_iframe_count,dom_iframe_max_nesting,dom_form_count,dom_hidden_input_count,dom_forms_external_action_ratio,dom_script_count,dom_suspicious_script_count,dom_popup_indicators,dom_hover_url_mismatch_count,dom_mixed_content_count,dom_external_resource_count,dom_cross_origin_iframe_count,dom_hidden_element_ratio,dom_clickable_without_href_count,dom_keyboard_event_on_password_count,dom_autocomplete_off_password_count,dom_setTimeout_or_setInterval_presence,dom_mutation_observer_presence,dom_service_worker_register_presence,dom_clipboard_access_presence,dom_download_link_count,dom_data_uri_image_count,dom_form_target_blank_count,dom_anchor_noopener_missing_ratio,dom_event_handler_attr_total,dom_third_party_domains_unique
https://www.otakustudy.com,1,8,40,0.975,10,0,0,0,1,0,3,1,False,0,0,1,0,0.5,0,0,0,False,False,True,False,0,0,0,0,0,2
https://hare-c7a02.firebaseapp.com/,0,4,19,0.9473684210526315,7,0,0,0,0,0,0,0,False,0,0,2,0,0.2631578947368421,0,0,0,False,False,True,False,0,1,0,0,0,3
https://www.kordonciyanvitrini.com,1,14,488,0.9979508196721312,25,0,0,1,0,0,23,0,False,1,0,3,0,0.36885245901639346,1,0,0,False,False,True,False,0,0,0,1,3,10
https://www.sproutedkitchen.com,1,18,693,0.9985632183908046,113,7,1,0,0,0,64,1,False,0,1,70,9,0.23857142857142857,0,0,0,False,False,True,False,0,0,0,1,10,48
https://www.kaoriya.net,1,9,83,0.9879518072289156,11,0,0,0,0,0,1,0,False,0,0,0,0,0.3373493975903614,0,0,0,False,False,True,False,0,0,0,0,0,3
https://www.mctavish.com.au,1,21,2382,0.9995801847187238,143,9,1,3,23,0,139,5,False,1,0,125,9,0.1943744752308984,0,0,0,True,True,True,False,0,1,0,1,0,37
https://www.olay.com,1,24,2608,0.9996165644171779,63,0,0,1,1,0,62,14,True,0,0,148,0,0.322729014948256,4,0,1,True,True,True,True,0,0,0,0.3333333333333333,8,25
https://www.thearchaeologist.org,1,19,1442,0.9993065187239945,68,0,0,0,0,0,36,2,False,0,1,30,0,0.550624133148405,4,0,0,True,True,True,False,0,0,0,1,25,10
https://www.hf.faa.gov,1,11,524,0.9980916030534351,15,0,0,1,3,0,11,1,False,8,0,3,0,0.06679389312977099,0,0,0,True,False,True,False,0,0,0,1,0,29
http://www.vsplegals.com,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
