URL,label,dom_max_depth,dom_total_nodes,dom_avg_branching_factor,dom_max_children_per_node,dom_iframe_count,dom_iframe_max_nesting,dom_form_count,dom_hidden_input_count,dom_forms_external_action_ratio,dom_script_count,dom_suspicious_script_count,dom_popup_indicators,dom_hover_url_mismatch_count,dom_mixed_content_count,dom_external_resource_count,dom_cross_origin_iframe_count,dom_hidden_element_ratio,dom_clickable_without_href_count,dom_keyboard_event_on_password_count,dom_autocomplete_off_password_count,dom_setTimeout_or_setInterval_presence,dom_mutation_observer_presence,dom_service_worker_register_presence,dom_clipboard_access_presence,dom_download_link_count,dom_data_uri_image_count,dom_form_target_blank_count,dom_anchor_noopener_missing_ratio,dom_event_handler_attr_total,dom_third_party_domains_unique
https://outlook-web-269d2.firebaseapp.com/,0,4,19,0.9473684210526315,7,0,0,0,0,0,0,0,False,0,0,2,0,0.2631578947368421,0,0,0,False,False,True,False,0,1,0,0,0,3
http://www.advokatcw.no,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
https://tinyurl.com/bpercardsmart,0,12,227,0.9955947136563876,22,0,0,0,0,0,17,0,False,2,0,6,0,0.1762114537444934,0,0,0,False,False,True,False,0,0,0,0,0,5
https://www.dataschool.io,1,10,189,0.9947089947089947,53,0,0,1,0,1,10,0,False,0,0,7,0,0.3492063492063492,0,0,0,False,False,True,False,0,0,0,1,0,13
https://www.kwakzalverij.nl,1,17,899,0.9988876529477196,51,0,0,2,4,0,35,0,False,2,0,6,0,0.26028921023359286,0,0,0,False,False,True,False,0,0,0,0.8333333333333334,0,12
https://xo1-mg1r.firebaseapp.com/,0,4,19,0.9473684210526315,7,0,0,0,0,0,0,0,False,0,0,2,0,0.2631578947368421,0,0,0,False,False,True,False,0,1,0,0,0,3
https://www.migracion.gob.sv,1,16,759,0.9986824769433466,249,1,1,3,1,0.3333333333333333,17,1,True,16,0,38,1,0.17391304347826086,3,0,0,True,False,True,False,0,18,0,1,5,15
https://www.digitalproducer.com,1,20,1907,0.9994756161510225,189,26,1,3,0,0,56,3,True,4,2,35,25,0.07970634504457262,0,0,0,True,False,True,False,0,0,0,0.3333333333333333,0,47
https://www.tribune.org,1,18,1610,0.9993788819875776,83,1,0,3,6,0,37,1,False,3,1,19,1,0.09254658385093167,0,0,0,True,True,True,False,0,0,0,1,0,20
http://inceptiontd.com/,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
https://www.sentireascoltare.com,1,7,37,0.972972972972973,10,0,0,0,1,0,3,1,False,0,0,1,0,0.5,0,0,0,False,False,True,False,0,0,0,0,0,2
https://www.cityofbushnellfl.com,1,4,6,0.8333333333333334,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,True,False,0,0,0,0,0,0
https://www.charitytoday.co.uk,1,6,21,0.9523809523809523,8,0,0,0,0,0,2,2,False,0,0,3,0,0.38095238095238093,0,0,0,True,False,True,False,0,0,0,0,0,2
https://www.rebornbuy.com,1,18,366,0.9972677595628415,21,2,1,2,0,0,13,0,False,0,0,30,2,0.1366120218579235,0,0,0,False,False,True,False,0,0,0,0,0,8
http://www.windowsupdates.proxydns.com,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
http://login-mail-livee.ryd.wafaicloud.com/ades/login/aces.php,0,10,44,0.9772727272727273,9,0,0,0,0,0,0,0,False,1,0,5,0,0.22727272727272727,0,0,0,False,False,True,False,0,4,0,0,0,2
https://www.fidofriendly.com,1,13,722,0.9986149584487535,58,1,1,2,7,0.5,13,0,False,0,4,70,1,0.1329639889196676,0,0,0,False,False,True,False,0,0,1,1,2,23
https://www.nuskoolbreaks.co.uk,1,9,466,0.9978540772532188,118,0,0,0,0,0,3,0,False,1,0,2,0,0.04291845493562232,0,0,0,False,False,True,False,0,0,0,1,0,6
https://dev-nip-bienlinea.pantheonsite.io/,0,5,9,0.8888888888888888,2,0,0,0,0,0,0,0,False,0,0,0,0,0.2222222222222222,0,0,0,False,False,True,False,0,0,0,0,0,0
https://www.northstarroast.com,1,22,1339,0.9992531740104555,135,1,0,5,9,0,87,5,False,2,0,52,1,0.5376584638329605,0,0,0,True,True,True,False,0,3,0,1,2,21
https://www.victoriabid.co.uk,1,23,732,0.9986338797814208,90,1,1,0,0,0,56,1,False,1,0,6,1,0.4207650273224044,0,0,0,True,False,True,False,0,0,0,1,0,8
https://www.bioscientia.de,1,23,1505,0.9993355481727575,26,5,1,7,2,0,24,0,False,2,0,15,5,0.08106312292358804,0,0,0,False,False,True,False,0,6,0,0,5,29
https://www.cookwithasmile.com,1,30,843,0.9988137603795967,95,0,0,3,0,0.3333333333333333,48,2,False,0,0,12,0,0.3155397390272835,0,0,0,True,False,True,False,0,0,1,0,0,8
http://8.210.244.33/,0,2,3,0.6666666666666666,2,0,0,0,0,0,0,0,False,0,0,0,0,0.3333333333333333,0,0,0,False,False,False,False,0,0,0,0,0,0
https://www.carnegie.se,1,17,876,0.9988584474885844,61,0,0,1,0,1,19,0,False,3,0,14,0,0.1769406392694064,0,0,0,False,False,True,False,0,2,0,1,0,19
https://www.bangkok-travel-ideas.com,1,13,778,0.9987146529562982,261,12,1,0,0,0,21,0,False,0,0,31,12,0.15681233933161953,0,0,0,False,False,True,False,0,22,0,0,13,13
https://www.unterfahrt.de,1,26,937,0.9989327641408752,42,4,1,4,0,0,11,0,False,0,0,5,4,0.1056563500533618,0,0,0,False,False,True,False,0,0,0,1,0,8
https://www.deeplocal.com,1,18,566,0.9982332155477032,53,0,0,0,0,0,29,2,False,0,0,37,0,0.24558303886925795,0,0,0,True,False,True,False,0,0,0,1,0,11
https://www.kimvickrey.com,1,23,968,0.9989669421487604,71,0,0,1,0,0,34,0,False,0,0,122,0,0.26136363636363635,0,0,0,False,False,True,False,0,78,0,0,0,9
http://www.ranmureed.com,0,3,11,0.9090909090909091,7,0,0,0,0,0,3,0,False,0,0,4,0,0.7272727272727273,0,0,0,False,False,True,False,0,0,0,0,0,7
https://www.rietinvetrina.it,1,28,2346,0.9995737425404945,61,3,0,2,0,0,74,26,False,0,0,13,5,0.14912654452492544,0,0,0,False,False,True,False,0,0,0,0.4444444444444444,0,23
https://instagram-dm.pages.dev/,0,11,50,0.98,11,0,0,1,3,0,5,0,False,0,0,1,0,0.44,0,0,0,False,False,True,False,0,0,0,0,0,2
https://attnet-107596.weeblysite.com/,0,5,10,0.9,3,0,0,0,0,0,0,0,False,0,0,0,0,0.3,0,0,0,False,False,True,False,0,0,0,0,0,0
