url,meta_refresh_redirect,script_entropy_avg,inline_script_ratio,suspicious_keyword_density,css_external_ratio,base_tag_mismatch,title_brand_mismatch,image_alt_anomaly_ratio
http://www.pervi.ru,0,4.265,1.0,0.0,0.0,0,0,1.0
https://www.hunter-ed.com,0,4.639,0.333,0.0,0.0,0,0,0.014
https://www.casajoka.com.br,0,4.335,0.781,0.0,0.818,0,1,0.034
https://www.kilgorenewsherald.com,0,4.83,0.55,0.00415,1.0,0,1,0.844
https://agencebp07.web.app/,0,0,0,0.0,1.0,0,1,1.0
https://www.entomoljournal.com,0,4.946,0.333,0.00149,1.0,0,1,0.0
https://www.visitpafos.org.cy,0,4.899,0.289,0.0,0.118,0,1,0.645
https://www.romania.org,0,4.916,0.353,0.0,0.0,0,0,0.154
http://www.purnhub.com,0,0,0,0.0,0.0,0,0,0.0
https://www.thestrandtheatre.net,0,4.87,0.606,0.0024,1.0,0,1,0.143
https://www.uscoachtours.com,0,5.204,0.273,0.00291,0.0,0,1,1.0
https://www.inflectionpointradio.org,0,4.813,0.588,0.0,1.0,0,1,0.2
https://www.pughs.com,1,6.117,1.0,0.0,0.0,0,1,0.0
https://www.telluridenews.com,0,0,0.0,0.0,0.0,0,0,0.0
https://continentalproducts.com/wp-content/rtsq/captcha/,0,5.131,0.3,0.0,0.2,0,1,0.0
https://www.hackalist.org,0,5.238,0.333,0.0,0.0,0,0,0.0
https://www.cerclemoliere.com,0,4.774,0.5,0.00181,1.0,0,1,0.694
http://www.chargelity.pl,0,4.133,0.29,0.00153,0.0,0,0,0.233
https://www.teamlondonbridge.co.uk,0,5.053,0.357,0.00119,0.143,0,1,0.55
https://www.enterpriseintegrationpatterns.com,0,4.936,1.0,0.00132,0.0,0,1,0.5
http://www.memoria.od.ua,0,4.809,0.439,0.0,1.0,0,1,0.625
http://www.miketec.com.hk,0,0,0,0.0,0.0,0,1,0.0
http://www.f0517366.xsph.ru,0,0,0,0.0,0.0,0,1,0.0
https://www.swanhellenic.com,0,4.747,0.5,0.00186,0.0,0,1,0.0
https://www.thecaribhouse.com,0,4.761,0.371,0.00064,0.0,0,1,0.475
http://www.saocap.com/wp-admin/,0,4.768,0.4,0.07407,1.0,0,1,0.0
https://www.newburghruggallery.com,0,3.979,0.167,0.0,0.0,0,1,1.0
http://www.farminginthefloodplain.com,0,0,0,0.0113,0.0,0,1,1.0
https://www.managementtoday.co.uk,0,4.567,0.643,0.00072,1.0,0,1,0.986
http://www.alsafeeradvt.com,0,4.896,0.394,0.00145,1.0,0,1,0.95
http://www.jee9.com,0,5.208,0.529,0.01443,1.0,0,0,0.947
https://www.beihaipark.com.cn,0,4.719,0.704,0.0,0.0,0,1,1.0
http://att-103775-102416.weeblysite.com/,0,0,0,0.0,0.0,0,1,0.0
https://www.rheinpfalz.de,0,4.574,0.767,0.00052,0.0,0,0,0.022
http://quarantine27012022-1309443245.cos.na-ashburn.myqcloud.com/apps.htm,0,0,0,0.0625,0.0,0,0,0.0
https://www.opanoticias.com,0,4.695,0.412,0.0,1.0,0,0,0.898
https://www.brindisireport.it,1,4.953,0.865,0.0,0.0,0,0,0.0
https://www.cycologyclothing.com,0,4.757,0.615,0.00404,0.106,0,1,0.0
https://www.jruby.org,0,4.545,0.3,0.0,0.25,0,0,0.818
http://www.bloomagric.com/,0,5.205,0.529,0.01568,1.0,0,0,0.941
https://office365mailcheck.myportfolio.com/,0,5.039,0.6,0.0,0.0,0,1,0.0
https://www.compassheatingandair.com,0,4.997,1.0,0.0,1.0,0,0,0.978
https://www.zuid-holland.nl,0,4.684,0.333,0.0,0.0,0,0,0.875
http://tinyurl.com/smartbpernet,0,3.897,0.75,0.0,0.333,0,0,0.667
https://www.stgeorgeofboston.org,0,4.73,0.3,0.00402,0.429,0,0,0.571
https://www.muttaqun.com,0,4.172,1.0,0.0,0.0,0,0,0.0
https://www.bestbusinessloans.com,0,4.96,0.429,0.00633,1.0,0,1,0.556
https://www.smartblogging.net,0,4.812,0.405,0.00939,0.053,0,0,0.182
https://www.beyondthevines.com,0,4.788,0.649,0.00263,0.069,0,1,0.457
http://www.fellanigroup.com,0,4.842,0.4,0.00816,0.0,0,1,0.429
https://www.ventanaresearch.com,0,4.566,0.564,0.00119,1.0,0,1,0.02
https://www.nigde.bel.tr,0,4.532,0.485,0.0,0.0,0,0,0.375
https://ipfs.io/ipfs/bafybeifrpvkgtfv3bq4dvzsiponxm2oboamux3do2cp4lkzu5qjvlxdzxu/00aaa.html,0,0,0.0,0.0,0.0,0,1,0.0
https://www.compas.ox.ac.uk,0,4.992,0.25,0.0,0.5,0,0,1.0
https://www.tung-chung.hk,0,2.059,0.143,0.00082,0.6,0,1,0.733
https://www.muckrock.com,0,4.722,0.545,0.00492,1.0,0,0,0.0
http://www.thegoodneighbourapp.com,0,4.688,0.4,0.00912,0.667,0,1,1.0
https://www.rowleycompany.com,0,0,0,0.0,0.0,0,1,0.0
https://www.nashvillecares.org,0,4.867,0.5,0.00144,0.143,0,1,1.0
https://www.feedsyouneed.com,0,4.172,1.0,0.0,0.0,0,0,0.0
https://www.didierboelens.com,0,4.456,0.143,0.0,0.75,0,1,1.0
http://www.orafood.com,0,5.197,0.529,0.01467,1.0,0,0,0.947
https://www.pla.co.uk,0,4.881,0.231,0.0018,0.0,0,1,0.435
http://kraakenloginxz.godaddysites.com/,0,0,0,0.0,0.0,0,1,1.0
https://yahoo-104695.weeblysite.com/,0,0,0,0.0,0.0,0,1,0.0
https://www.jakescarpet.com,0,4.902,0.4,0.0,0.667,0,1,0.0
http://www.update-srv2.info,0,0,0,0.0,0.0,0,0,0.0
https://www.portalnews.com.br,0,4.043,0.667,0.0,1.0,0,1,0.0
https://www.globalbigdataconference.com,0,4.423,0.476,0.00181,0.0,0,1,0.779
https://www.lacereriaonline.com,0,4.816,0.5,0.0,0.0,0,0,0.367
https://www.kubomedia.sk,0,4.057,0.5,0.0,0.714,0,0,0.675
https://walletpads.web.app/wallet/,0,0,0,0.0,1.0,0,1,1.0
https://www.ayusmart.com,0,0,0.0,0.00617,0.333,0,0,1.0
https://www.nzae.org.nz,0,5.264,0.222,0.0,0.0,0,0,0.1
https://officeonedrives2e38ea393a11eb94bd1bc533816b19052e38ea3b19052e38.filemicrosoft1.workers.dev/,0,4.385,1.0,0.0,0.0,0,0,0.0
https://www.se.pl,0,4.726,0.655,0.0,0.0,0,1,0.008
https://www.abortionprivacy.com,0,4.524,0.467,0.00736,0.8,0,1,0.167
https://www.sandandsisal.com,0,5.064,0.568,0.0,0.267,0,1,0.222
https://www.newportjets.com,0,5.023,0.36,0.00057,0.0,0,1,1.0
https://www.campus.co,0,5.129,0.375,0.0,0.75,0,0,0.111
https://www.meyers-windmuehle.de,0,0,0.0,0.0,0.0,0,1,0.0
https://www.defineproperty.com.au,0,4.912,0.294,0.00218,1.0,0,1,0.792
https://www.deal-webdesign.be,0,4.834,0.429,0.00206,0.0,0,1,0.0
https://att-yahoo323.weeblysite.com/,0,0,0,0.0,0.0,0,1,0.0
https://joyefaw349.clickfunnels.com/optin1675857413271,0,5.132,1.0,0.0,1.0,0,0,1.0
http://www.billielaw.com,0,5.036,0.116,0.0,1.0,0,0,0.5
https://www.osgoode.yorku.ca,0,5.048,0.233,0.00176,0.0,0,0,0.083
https://mailingupdated22.wixsite.com/yahoo22,0,4.478,0.25,0.0,1.0,0,0,0.0
https://www.familyallergy.com,0,4.879,0.338,0.00089,1.0,0,1,0.103
http://www.globalstatupdate.com,0,0,0.0,0.125,0.0,0,0,0.0
https://www.bundesstiftung-baukultur.de,0,4.558,0.692,0.00071,0.0,0,1,0.596
https://www.padang-today.com,0,4.764,0.438,0.0,1.0,0,1,0.469
https://www.andeelayne.com,0,4.65,0.667,0.00132,0.0,0,1,0.919
https://aol-108758.weeblysite.com/,0,0,0,0.0,0.0,0,1,0.0
https://www.adifferentleague.co.uk,0,5.043,0.417,0.00329,0.143,0,1,0.143
https://www.drphil.com,0,4.92,0.517,0.00065,0.0,0,1,0.011
https://www.guillaumeverdier.com,0,5.174,0.583,0.0,0.0,0,1,0.4
https://www.toubab.com,0,4.738,0.75,0.0,0.0,0,0,0.692
https://www.baracci.com,0,0,0,0.0,0.0,0,0,0.0
https://access-mtbonline.firebaseapp.com/,0,0,0,0.0,1.0,0,1,1.0
https://www.hyderabadairport.com,0,4.172,1.0,0.0,0.0,0,0,0.0
https://www.open-apple.net,0,4.894,0.375,0.0,0.35,0,1,0.048
https://www.f-106deltadart.com,0,4.859,0.111,0.0,0.118,0,1,0.0
https://www.enotrans.org,0,4.693,0.195,0.0014,1.0,0,1,0.964
https://www.gradient.photo,0,5.264,0.5,0.0,0.0,0,0,0.0
https://www.emeraldcityfabrics.com,0,4.733,0.706,0.00397,0.0,0,1,0.2
https://www.duprem.com,0,4.563,0.667,0.00315,0.917,0,0,0.964
https://www.thevalves.co.uk,0,4.774,0.308,0.0,1.0,0,1,0.786
https://sisma.ba/wp-includes/_all.fl_/_gen-peo/n0tes_./bhalinkedin/index.html,0,4.9,0.4,0.00026,1.0,0,1,0.968
https://www.pittcountync.gov,0,5.038,0.66,0.00158,0.0,0,1,0.054
