url,label,page_length_chars,text_to_html_ratio,script_entropy_avg,num_scripts,inline_script_ratio,num_obfuscated_scripts,max_script_length,num_forms,has_password_field,num_hidden_inputs,total_input_fields,num_forms_external_action,suspicious_input_name_count,credential_placeholder_count,num_images,image_alt_anomaly_ratio,external_css_count,external_js_count,num_external_links,ip_link_count,mailto_link_count,num_meta_refresh,base_tag_domain_mismatch,canonical_domain_mismatch,og_url_domain_mismatch,favicon_domain_mismatch,inline_event_handler_count,suspicious_keyword_density,mixed_protocol_reference_count
http://www.minerclaim.net,0,7005,0.098,4.854,1,1.0,0,375,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,4,0.0,0
https://porezna-uprava-82a29.web.app/,0,2380,0.02,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,0,0,0,0,0,0,0,1,2,0.0,0
https://clt1548546.bmetrack.com/c/l?u=f1f5408&e=15e224d&c=17a102&t=1&l=a72add6b&email=fxkzj0xqcd7j5i1i9gy84zb6p40ksqqgeewrgmtrs94%3d&seq=1#ywduawvzemthlndyb25za2facgtvynaucgw=,0,149,1.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http://www.vicp.net,0,3027,0.041,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,2,0,0,0,0,0,0,0,0,0.0,0
https://iworldcb.com/,0,87468,0.031,4.482,30,0.3,0,866,0,0,0,4,0,0,0,16,1.0,1,0,36,0,1,0,0,0,0,0,12,0.0,1
http://att-incomingatt2323.square.site/,0,1547,0.036,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https://fr.krownkouture.com/wp-content/fmfcgzgqqcmztptnmqzcfjhfttlqzwjh/app-nickel/login/clients/,0,162678,0.006,4.913,67,0.448,0,2580,2,0,3,7,0,1,0,2,0.0,0,1,9,0,1,0,0,0,0,0,27,0.0,26
https://s.id/sicurezzaclientemps,0,10311,0.004,4.491,3,0.667,0,189,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,1
https://fb-restriction-appeal-57abb.firebaseapp.com/,0,21265,0.015,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,2,0,0,0,0,0,0,0,1,0.0,0
https://nmdqw.oeanymufmdhoy169.workers.dev/,0,4388,0.086,4.422,5,0.8,0,375,1,0,0,0,0,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0,4,0.0,0
